"seqnames"	"start"	"end"	"width"	"strand"	"peak"	"feature"	"start_position"	"end_position"	"feature_strand"	"insideFeature"	"distancetoFeature"	"shortestDistance"	"fromOverlappingOrNearest"
"chr7"	150498180	150498723	544	"*"	"1016"	"ENSG00000002933"	150497491	150502197	"+"	"inside"	961	689	"shortestDistance"
"chr7"	150878064	150878388	325	"*"	"1017"	"ENSG00000146926"	150872785	150884337	"-"	"inside"	6111	5279	"shortestDistance"
"chr7"	151288801	151289341	541	"*"	"1018"	"ENSG00000106617"	151253210	151329439	"-"	"inside"	40368	35591	"shortestDistance"
"chr7"	151544143	151544545	403	"*"	"1019"	"ENSG00000239911"	151574127	151575899	"+"	"upstream"	-29783	29582	"shortestDistance"
"chr7"	151552120	151552652	533	"*"	"1020"	"ENSG00000239911"	151574127	151575899	"+"	"upstream"	-21741	21475	"shortestDistance"
"chr7"	152600374	152600707	334	"*"	"1021"	"ENSG00000286565"	152622318	152634066	"+"	"upstream"	-21778	21611	"shortestDistance"
"chr7"	154540723	154541840	1118	"*"	"1022"	"ENSG00000130226"	153584182	154685995	"+"	"inside"	957100	144155	"shortestDistance"
"chr7"	154697371	154697607	237	"*"	"1023"	"ENSG00000130226"	153584182	154685995	"+"	"downstream"	1113307	11376	"shortestDistance"
"chr7"	154963391	154964054	664	"*"	"1024"	"ENSG00000201066"	154973591	154973894	"+"	"upstream"	-9869	9537	"shortestDistance"
"chr7"	155018028	155018566	539	"*"	"1025"	"ENSG00000287865"	155005630	155008844	"+"	"downstream"	12667	9184	"shortestDistance"
"chr7"	155130391	155131025	635	"*"	"1026"	"ENSG00000204960"	155149680	155160629	"-"	"downstream"	29921	18655	"shortestDistance"
"chr7"	155151140	155151275	136	"*"	"1027"	"ENSG00000204960"	155149680	155160629	"-"	"inside"	9421	1460	"shortestDistance"
"chr7"	155170553	155170926	374	"*"	"1028"	"ENSG00000218672"	155174771	155189051	"+"	"upstream"	-4031	3845	"shortestDistance"
"chr7"	155307785	155308133	349	"*"	"1029"	"ENSG00000227365"	155302978	155311318	"+"	"inside"	4981	3185	"shortestDistance"
"chr7"	155592901	155593870	970	"*"	"1030"	"ENSG00000164690"	155592674	155605157	"-"	"inside"	11771	227	"shortestDistance"
"chr7"	155612861	155613279	419	"*"	"1031"	"ENSG00000164690"	155592674	155605157	"-"	"upstream"	-7913	7704	"shortestDistance"
"chr7"	156112325	156112535	211	"*"	"1032"	"ENSG00000270584"	156056241	156056496	"+"	"downstream"	56189	55829	"shortestDistance"
"chr7"	156284830	156285360	531	"*"	"1033"	"ENSG00000182648"	156225046	156433261	"-"	"inside"	148166	59784	"shortestDistance"
"chr7"	156297814	156298198	385	"*"	"1034"	"ENSG00000182648"	156225046	156433261	"-"	"inside"	135255	72768	"shortestDistance"
"chr7"	156371293	156371820	528	"*"	"1035"	"ENSG00000182648"	156225046	156433261	"-"	"inside"	61705	61441	"shortestDistance"
"chr7"	156825921	156826354	434	"*"	"1036"	"ENSG00000243479"	156803499	156809120	"+"	"downstream"	22639	16801	"shortestDistance"
"chr7"	156849030	156849362	333	"*"	"1037"	"ENSG00000236102"	156850403	156851208	"-"	"downstream"	2012	1041	"shortestDistance"
"chr7"	156849673	156850162	490	"*"	"1038"	"ENSG00000236102"	156850403	156851208	"-"	"downstream"	1290	241	"shortestDistance"
"chr7"	156869336	156870016	681	"*"	"1039"	"ENSG00000229365"	156880649	156881237	"-"	"downstream"	11561	10633	"shortestDistance"
"chr7"	156883252	156883771	520	"*"	"1040"	"ENSG00000229365"	156880649	156881237	"-"	"upstream"	-2275	2015	"shortestDistance"
"chr7"	157236767	157237408	642	"*"	"1041"	"ENSG00000234210"	157258925	157292410	"+"	"upstream"	-21837	21517	"shortestDistance"
"chr7"	157238318	157238872	555	"*"	"1042"	"ENSG00000234210"	157258925	157292410	"+"	"upstream"	-20330	20053	"shortestDistance"
"chr7"	157373326	157373735	410	"*"	"1043"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	1006935	41576	"shortestDistance"
"chr7"	157395159	157395551	393	"*"	"1044"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	985110	63409	"shortestDistance"
"chr7"	157413397	157414162	766	"*"	"1045"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	966685	81647	"shortestDistance"
"chr7"	157446580	157447017	438	"*"	"1046"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	933667	114830	"shortestDistance"
"chr7"	157494794	157495287	494	"*"	"1047"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	885425	163044	"shortestDistance"
"chr7"	157551054	157551426	373	"*"	"1048"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	829225	219304	"shortestDistance"
"chr7"	157647351	157647754	404	"*"	"1049"	"ENSG00000233038"	157647221	157650544	"+"	"inside"	331	130	"shortestDistance"
"chr7"	157860291	157860841	551	"*"	"1050"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	519899	519624	"shortestDistance"
"chr7"	157891158	157891383	226	"*"	"1051"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	489195	489082	"shortestDistance"
"chr7"	158267766	158268157	392	"*"	"1052"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	112503	112308	"shortestDistance"
"chr7"	158282720	158283164	445	"*"	"1053"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	97523	97301	"shortestDistance"
"chr7"	158320142	158320446	305	"*"	"1054"	"ENSG00000155093"	157331750	158380465	"-"	"inside"	60171	60019	"shortestDistance"
"chr7"	158785152	158785711	560	"*"	"1055"	"ENSG00000231419"	158801112	158818929	"+"	"upstream"	-15680	15401	"shortestDistance"
"chr7"	158829699	158829882	184	"*"	"1056"	"ENSG00000106018"	158820866	158937559	"-"	"inside"	107769	8833	"shortestDistance"
"chr7"	158912373	158912773	401	"*"	"1057"	"ENSG00000106018"	158820866	158937559	"-"	"inside"	24986	24786	"shortestDistance"
"chr8"	325232	325764	533	"*"	"1058"	"ENSG00000182366"	327779	328637	"-"	"downstream"	3139	2015	"shortestDistance"
"chr8"	529355	529836	482	"*"	"1059"	"ENSG00000180190"	439792	494845	"-"	"upstream"	-34751	34510	"shortestDistance"
"chr8"	735707	735976	270	"*"	"1060"	"ENSG00000198010"	687596	1649572	"+"	"inside"	48246	48111	"shortestDistance"
"chr8"	752006	752297	292	"*"	"1061"	"ENSG00000198010"	687596	1649572	"+"	"inside"	64556	64410	"shortestDistance"
"chr8"	927956	928253	298	"*"	"1062"	"ENSG00000198010"	687596	1649572	"+"	"inside"	240508	240360	"shortestDistance"
"chr8"	1016341	1016675	335	"*"	"1063"	"ENSG00000198010"	687596	1649572	"+"	"inside"	328912	328745	"shortestDistance"
"chr8"	1205490	1206088	599	"*"	"1064"	"ENSG00000198010"	687596	1649572	"+"	"inside"	518193	443484	"shortestDistance"
"chr8"	1250571	1250963	393	"*"	"1065"	"ENSG00000275427"	1244294	1250766	"-"	"overlapStart"	-1	195	"shortestDistance"
"chr8"	1332545	1333881	1337	"*"	"1066"	"ENSG00000198010"	687596	1649572	"+"	"inside"	645617	315691	"shortestDistance"
"chr8"	1398114	1398607	494	"*"	"1067"	"ENSG00000198010"	687596	1649572	"+"	"inside"	710764	250965	"shortestDistance"
"chr8"	1574343	1574826	484	"*"	"1068"	"ENSG00000198010"	687596	1649572	"+"	"inside"	886988	74746	"shortestDistance"
"chr8"	2176703	2177002	300	"*"	"1069"	"ENSG00000036448"	1993161	2093380	"+"	"downstream"	183691	83323	"shortestDistance"
"chr8"	2342981	2343211	231	"*"	"1070"	"ENSG00000253444"	2350992	2369693	"-"	"downstream"	26597	7781	"shortestDistance"
"chr8"	2418951	2419458	508	"*"	"1071"	"ENSG00000282142"	2385913	2413532	"-"	"upstream"	-5672	5419	"shortestDistance"
"chr8"	8580606	8580737	132	"*"	"1072"	"ENSG00000254367"	8581203	8639989	"-"	"downstream"	59317	466	"shortestDistance"
"chr8"	10004702	10005077	376	"*"	"1073"	"ENSG00000285675"	9975515	10004933	"-"	"overlapStart"	43	144	"shortestDistance"
"chr8"	11606638	11606998	361	"*"	"1074"	"ENSG00000136574"	11534468	11617509	"+"	"inside"	72350	10511	"shortestDistance"
"chr8"	17658750	17659242	493	"*"	"1075"	"ENSG00000253944"	17658854	17718578	"+"	"overlapStart"	142	104	"shortestDistance"
"chr8"	21154551	21154577	27	"*"	"1076"	"ENSG00000254334"	21155672	21166997	"+"	"upstream"	-1108	1095	"shortestDistance"
"chr8"	26323529	26323560	32	"*"	"1077"	"ENSG00000254362"	26298007	26300111	"+"	"downstream"	25537	23418	"shortestDistance"
"chr8"	26722154	26722615	462	"*"	"1078"	"ENSG00000120907"	26605667	26722922	"-"	"inside"	538	307	"shortestDistance"
"chr8"	27560236	27560564	329	"*"	"1079"	"ENSG00000279302"	27558711	27561306	"+"	"inside"	1689	742	"shortestDistance"
"chr8"	38271876	38272100	225	"*"	"1080"	"ENSG00000077782"	38268656	38325363	"-"	"inside"	53375	3220	"shortestDistance"
"chr8"	49017640	49018557	918	"*"	"1081"	"ENSG00000169139"	48920979	48974040	"+"	"downstream"	97119	43600	"shortestDistance"
"chr8"	57025665	57026342	678	"*"	"1082"	"ENSG00000172680"	57025501	57026541	"-"	"inside"	537	164	"shortestDistance"
"chr8"	57110960	57111298	339	"*"	"1083"	"ENSG00000181690"	57073468	57123832	"-"	"inside"	12703	12534	"shortestDistance"
"chr8"	58172290	58172538	249	"*"	"1084"	"ENSG00000253614"	58173785	58179172	"+"	"upstream"	-1371	1247	"shortestDistance"
"chr8"	58192177	58192564	388	"*"	"1085"	"ENSG00000215117"	58192102	58199527	"+"	"inside"	268	75	"shortestDistance"
"chr8"	60030114	60030849	736	"*"	"1086"	"ENSG00000198846"	59717971	60031706	"-"	"inside"	1224	857	"shortestDistance"
"chr8"	67288941	67289516	576	"*"	"1087"	"ENSG00000287127"	67276009	67344605	"-"	"inside"	55377	12932	"shortestDistance"
"chr8"	67425331	67425716	386	"*"	"1088"	"ENSG00000169085"	67405755	67428213	"+"	"inside"	19769	2497	"shortestDistance"
"chr8"	74097511	74097848	338	"*"	"1089"	"ENSG00000253564"	74128164	74128862	"-"	"downstream"	31182	30316	"shortestDistance"
"chr8"	87081523	87081846	324	"*"	"1090"	"ENSG00000147613"	87060602	87081926	"-"	"inside"	242	80	"shortestDistance"
"chr8"	91803753	91804183	431	"*"	"1091"	"ENSG00000123119"	91804003	91971621	"+"	"overlapStart"	-35	180	"shortestDistance"
"chr8"	97506758	97507306	549	"*"	"1092"	"ENSG00000169439"	97506041	97622402	"+"	"inside"	991	717	"shortestDistance"
"chr8"	104152824	104153421	598	"*"	"1093"	"ENSG00000164929"	104152941	104242533	"+"	"overlapStart"	181	117	"shortestDistance"
"chr8"	110704083	110704324	242	"*"	"1094"	"ENSG00000248050"	110656344	110660313	"+"	"downstream"	47860	43770	"shortestDistance"
"chr8"	121000250	121000404	155	"*"	"1095"	"ENSG00000155792"	120885957	121062283	"+"	"inside"	114370	61879	"shortestDistance"
"chr8"	135676274	135676660	387	"*"	"1096"	"ENSG00000066827"	135490031	135708797	"-"	"inside"	32330	32137	"shortestDistance"
"chr8"	140768606	140769504	899	"*"	"1097"	"ENSG00000167632"	140739968	141468678	"-"	"inside"	699623	28638	"shortestDistance"
"chr8"	142056096	142056538	443	"*"	"1098"	"ENSG00000253266"	142065389	142070695	"+"	"upstream"	-9072	8851	"shortestDistance"
"chr8"	143023552	143023947	396	"*"	"1099"	"ENSG00000221123"	143026860	143026986	"+"	"upstream"	-3110	2913	"shortestDistance"
"chr8"	143546536	143546745	210	"*"	"1100"	"ENSG00000181790"	143530791	143626370	"+"	"inside"	15849	15745	"shortestDistance"
"chr8"	143879814	143880121	308	"*"	"1101"	"ENSG00000283686"	143879040	143887558	"-"	"inside"	7590	774	"shortestDistance"
"chr8"	144223342	144223830	489	"*"	"1102"	"ENSG00000176956"	144239331	144241457	"-"	"downstream"	17871	15501	"shortestDistance"
"chr8"	146037263	146037570	308	"*"	"1103"	"ENSG00000197363"	146024261	146034529	"+"	"downstream"	13155	2734	"shortestDistance"
"chr9"	707201	707829	629	"*"	"1104"	"ENSG00000107104"	470291	746105	"+"	"inside"	237224	38276	"shortestDistance"
"chr9"	35971775	35972010	236	"*"	"1105"	"ENSG00000213866"	35971341	35972315	"-"	"inside"	423	305	"shortestDistance"
"chr9"	38489181	38489558	378	"*"	"1106"	"ENSG00000229511"	38486856	38488335	"-"	"upstream"	-1035	846	"shortestDistance"
"chr9"	70971671	70972062	392	"*"	"1107"	"ENSG00000154330"	70971527	71145977	"+"	"inside"	339	144	"shortestDistance"
"chr9"	71939610	71940055	446	"*"	"1108"	"ENSG00000135063"	71939483	72007474	"+"	"inside"	349	127	"shortestDistance"
"chr9"	72658861	72659160	300	"*"	"1109"	"ENSG00000165072"	72658764	72841888	"+"	"inside"	246	97	"shortestDistance"
"chr9"	89943030	89943333	304	"*"	"1110"	"ENSG00000212421"	89875365	89875500	"+"	"downstream"	67817	67530	"shortestDistance"
"chr9"	90621659	90621977	319	"*"	"1111"	"ENSG00000271923"	90613144	90613250	"-"	"upstream"	-8568	8409	"shortestDistance"
"chr9"	96081790	96082156	367	"*"	"1112"	"ENSG00000204352"	96080481	96108696	"-"	"inside"	26723	1309	"shortestDistance"
"chr9"	96155256	96155795	540	"*"	"1113"	"ENSG00000200570"	96137838	96137949	"+"	"downstream"	17688	17307	"shortestDistance"
"chr9"	99984281	99984738	458	"*"	"1114"	"ENSG00000203279"	99962757	100000982	"-"	"inside"	16472	16244	"shortestDistance"
"chr9"	102068322	102068865	544	"*"	"1115"	"ENSG00000255815"	102067458	102068893	"+"	"inside"	1136	28	"shortestDistance"
"chr9"	102591114	102591348	235	"*"	"1116"	"ENSG00000119508"	102584137	102596341	"+"	"inside"	7094	4993	"shortestDistance"
"chr9"	108184272	108184534	263	"*"	"1117"	"ENSG00000070214"	108006903	108159627	"+"	"downstream"	177500	24645	"shortestDistance"
"chr9"	112811711	112812281	571	"*"	"1118"	"ENSG00000241978"	112810878	112932189	"+"	"inside"	1118	833	"shortestDistance"
"chr9"	116225678	116226004	327	"*"	"1119"	"ENSG00000138835"	116207011	116360018	"+"	"inside"	18830	18667	"shortestDistance"
"chr9"	116663076	116663356	281	"*"	"1120"	"ENSG00000157657"	116638562	116812501	"+"	"inside"	24654	24514	"shortestDistance"
"chr9"	117043735	117043840	106	"*"	"1121"	"ENSG00000196739"	116917817	117074791	"+"	"inside"	125971	30951	"shortestDistance"
"chr9"	124261985	124262218	234	"*"	"1122"	"ENSG00000204136"	124207269	124262036	"-"	"overlapStart"	-66	51	"shortestDistance"
"chr9"	125551416	125552150	735	"*"	"1123"	"ENSG00000148215"	125551212	125552174	"+"	"inside"	571	24	"shortestDistance"
"chr9"	125562667	125563158	492	"*"	"1124"	"ENSG00000165204"	125562402	125563352	"+"	"inside"	510	194	"shortestDistance"
"chr9"	126941965	126942082	118	"*"	"1125"	"ENSG00000119408"	127019885	127114717	"+"	"upstream"	-77861	77803	"shortestDistance"
"chr9"	129251069	129251604	536	"*"	"1126"	"ENSG00000196814"	129089108	129269319	"+"	"inside"	162228	17715	"shortestDistance"
"chr9"	129885012	129885685	674	"*"	"1127"	"ENSG00000136828"	129677053	129979724	"+"	"inside"	208295	94039	"shortestDistance"
"chr9"	130133175	130133477	303	"*"	"1128"	"ENSG00000136895"	130025941	130155826	"+"	"inside"	107385	22349	"shortestDistance"
"chr9"	130995522	130996580	1059	"*"	"1129"	"ENSG00000106976"	130965631	131017523	"+"	"inside"	30420	20943	"shortestDistance"
"chr9"	132557336	132557608	273	"*"	"1130"	"ENSG00000233909"	132553475	132554116	"+"	"downstream"	3997	3220	"shortestDistance"
"chr9"	133267045	133267392	348	"*"	"1131"	"ENSG00000148357"	133259836	133294969	"+"	"inside"	7382	7209	"shortestDistance"
"chr9"	133781563	133782592	1030	"*"	"1132"	"ENSG00000130720"	133777825	133814455	"-"	"inside"	32377	3738	"shortestDistance"
"chr9"	133783936	133784536	601	"*"	"1133"	"ENSG00000130720"	133777825	133814455	"-"	"inside"	30219	6111	"shortestDistance"
"chr9"	133788905	133790175	1271	"*"	"1134"	"ENSG00000130720"	133777825	133814455	"-"	"inside"	24915	11080	"shortestDistance"
"chr9"	133792901	133793314	414	"*"	"1135"	"ENSG00000130720"	133777825	133814455	"-"	"inside"	21347	15076	"shortestDistance"
"chr9"	133797747	133798149	403	"*"	"1136"	"ENSG00000130720"	133777825	133814455	"-"	"inside"	16507	16306	"shortestDistance"
"chr9"	133798836	133800071	1236	"*"	"1137"	"ENSG00000130720"	133777825	133814455	"-"	"inside"	15001	14384	"shortestDistance"
"chr9"	133804437	133805587	1151	"*"	"1138"	"ENSG00000130720"	133777825	133814455	"-"	"inside"	9443	8868	"shortestDistance"
"chr9"	133813118	133813218	101	"*"	"1139"	"ENSG00000130720"	133777825	133814455	"-"	"inside"	1287	1237	"shortestDistance"
"chr9"	133837475	133837980	506	"*"	"1140"	"ENSG00000236658"	133809238	133820907	"+"	"downstream"	28490	16568	"shortestDistance"
"chr9"	133855412	133855901	490	"*"	"1141"	"ENSG00000050555"	133884561	133969860	"+"	"upstream"	-28905	28660	"shortestDistance"
"chr9"	133858108	133858689	582	"*"	"1142"	"ENSG00000050555"	133884561	133969860	"+"	"upstream"	-26163	25872	"shortestDistance"
"chr9"	133864967	133866381	1415	"*"	"1143"	"ENSG00000050555"	133884561	133969860	"+"	"upstream"	-18887	18180	"shortestDistance"
"chr9"	133876797	133877250	454	"*"	"1144"	"ENSG00000050555"	133884561	133969860	"+"	"upstream"	-7537	7311	"shortestDistance"
"chr9"	133887468	133887853	386	"*"	"1145"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	3099	2907	"shortestDistance"
"chr9"	133888303	133889903	1601	"*"	"1146"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	4542	3742	"shortestDistance"
"chr9"	133893946	133894332	387	"*"	"1147"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	9578	9385	"shortestDistance"
"chr9"	133901539	133902510	972	"*"	"1148"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	17463	16978	"shortestDistance"
"chr9"	133909189	133910046	858	"*"	"1149"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	25057	24628	"shortestDistance"
"chr9"	133912522	133913173	652	"*"	"1150"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	28287	27961	"shortestDistance"
"chr9"	133914312	133914529	218	"*"	"1151"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	29859	29751	"shortestDistance"
"chr9"	133925228	133925940	713	"*"	"1152"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	41023	40667	"shortestDistance"
"chr9"	133938598	133939031	434	"*"	"1153"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	54253	30829	"shortestDistance"
"chr9"	133942189	133943482	1294	"*"	"1154"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	58275	26378	"shortestDistance"
"chr9"	133951872	133952101	230	"*"	"1155"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	67425	17759	"shortestDistance"
"chr9"	133954139	133954331	193	"*"	"1156"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	69674	15529	"shortestDistance"
"chr9"	133960556	133961113	558	"*"	"1157"	"ENSG00000050555"	133884561	133969860	"+"	"inside"	76273	8747	"shortestDistance"
"chr9"	133970040	133970683	644	"*"	"1158"	"ENSG00000050555"	133884561	133969860	"+"	"downstream"	85801	180	"shortestDistance"
"chr9"	133981568	133982802	1235	"*"	"1159"	"ENSG00000126878"	133971863	133998539	"+"	"inside"	10322	9705	"shortestDistance"
"chr9"	133986762	133987576	815	"*"	"1160"	"ENSG00000126878"	133971863	133998539	"+"	"inside"	15306	10963	"shortestDistance"
"chr9"	133992359	133993251	893	"*"	"1161"	"ENSG00000126878"	133971863	133998539	"+"	"inside"	20942	5288	"shortestDistance"
"chr9"	134699715	134700107	393	"*"	"1162"	"ENSG00000236687"	134691579	134696375	"+"	"downstream"	8332	3340	"shortestDistance"
"chr9"	135373879	135374062	184	"*"	"1163"	"ENSG00000188523"	135285430	135388793	"+"	"inside"	88540	14731	"shortestDistance"
"chr9"	135597860	135598227	368	"*"	"1164"	"ENSG00000165695"	135600965	135754164	"-"	"downstream"	156120	2738	"shortestDistance"
"chr9"	136953212	136953646	435	"*"	"1165"	"ENSG00000271525"	136944026	136944566	"+"	"downstream"	9403	8646	"shortestDistance"
"chr9"	137095928	137096267	340	"*"	"1166"	"ENSG00000273473"	137033891	137034462	"+"	"downstream"	62207	61466	"shortestDistance"
"chr9"	139165827	139166767	941	"*"	"1167"	"ENSG00000283769"	139155771	139159083	"+"	"downstream"	10526	6744	"shortestDistance"
"chr9"	139217305	139217804	500	"*"	"1168"	"ENSG00000262075"	139216998	139221779	"-"	"inside"	4225	307	"shortestDistance"
"chr9"	139939391	139939692	302	"*"	"1169"	"ENSG00000107281"	139933915	139940629	"-"	"inside"	1087	937	"shortestDistance"
"chr9"	140768833	140769505	673	"*"	"1170"	"ENSG00000203987"	140762377	140787022	"-"	"inside"	17853	6456	"shortestDistance"
"chrX"	13587889	13588195	307	"*"	"1171"	"ENSG00000198759"	13587720	13651694	"+"	"inside"	322	169	"shortestDistance"
"chrX"	37402186	37402547	362	"*"	"1172"	"ENSG00000174678"	37400330	37404515	"-"	"inside"	2149	1856	"shortestDistance"
"chrX"	52572832	52573112	281	"*"	"1173"	"ENSG00000227058"	52574163	52576707	"+"	"upstream"	-1191	1051	"shortestDistance"
"chrX"	118207020	118207371	352	"*"	"1174"	"ENSG00000277535"	118207189	118210336	"+"	"overlapStart"	7	169	"shortestDistance"
"chrX"	119125295	119125623	329	"*"	"1175"	"ENSG00000234493"	119112676	119149501	"-"	"inside"	24042	12619	"shortestDistance"
"chrX"	134568393	134568761	369	"*"	"1176"	"ENSG00000225769"	134566885	134572559	"+"	"inside"	1692	1508	"shortestDistance"
"chrX"	138774016	138774887	872	"*"	"1177"	"ENSG00000238485"	138784446	138784549	"-"	"downstream"	10097	9559	"shortestDistance"
